,Country Name,Country Code,Year,Access to electricity (% of population),Adjusted net national income (annual % growth),Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Air transport, passengers carried",Broad money (% of GDP),CO2 emissions (kt),Cereal production (metric tons),Consumer price index (2010 = 100),Current account balance (% of GDP),Electric power consumption (kWh per capita),"Employers, total (% of total employment) (modeled ILO estimate)",Forest area (% of land area),GDP per capita (current US$),GDP per capita growth (annual %),GNI per capita growth (annual %),Gross capital formation (% of GDP),Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Mortality rate, under-5 (per 1,000 live births)","People using at least basic sanitation services, urban (% of urban population)",Population ages 15-64 (% of total population),Population growth (annual %),"Unemployment, total (% of total labor force) (national estimate)",Urban population
52,India,IND,2010,76.3,10.5175642405504,55.9862600938871,60.3974182611942,64374253.8038964,77.6799524436717,1665310.0,267838308.0,100.0,-3.25348404649369,640.394606751363,1.21000003814697,23.3742209545976,1357.5637268318,7.0423476699315,6.51688835510977,40.2202988006515,7.5,11.9893899204244,56.37,58.2,63.11542702,64.1082105303446,1.35033831370532,2.44000005722046,381763164.0
53,India,IND,2011,67.6,4.99874999439697,55.2086374217727,60.4300431523044,73996912.0,78.8373112865613,1760800.0,287860000.0,108.858360966367,-3.42928826408745,696.842681452116,1.36000001430511,23.4638216864714,1458.10406619579,3.89396604071817,4.09739156241957,39.5904214421434,10.07,8.85836096636665,55.42,55.0,64.67555475,64.4294040032985,1.28851296178524,,391040056.0
54,India,IND,2012,79.9,6.13676878173702,54.3078443292764,60.4206256579633,72151828.8895485,76.9131885205749,1908570.0,293290000.0,118.995736617717,-5.00488898216305,723.236916567989,1.52999997138977,23.5534224183453,1443.88243476138,4.16567305225209,3.8505419739533,38.3474156730201,11.1,9.31244560487383,54.51,52.0,66.24724374,64.805519437056,1.23148489388617,2.69000005722046,400416922.0
55,India,IND,2013,80.7380447387695,5.72822525476973,53.3542663643901,60.4394606466455,75589071.0,78.1821717320597,1966810.0,294909510.0,132.161037923262,-2.64566624276598,764.201134144621,1.5900000333786,23.6430231502191,1449.61045069641,5.13507450641239,5.06262074263348,34.0232020837191,12.3,11.0636747834422,54.09,49.0,67.830494,65.2084890633965,1.18290421490412,,409907903.0
56,India,IND,2014,83.5852127075195,6.98962356081523,52.4483667977637,60.4471964455686,82718882.88,77.8993537588766,2136870.0,296010000.0,140.949086340153,-1.3395083295147,804.5163492833,1.66999995708466,23.732623882093,1573.88564182956,6.18667951266134,6.27036225665071,34.2678056156731,13.5,6.64950015146925,53.68,46.2,69.42530554,65.5959799011296,1.14567340150608,,419567353.0
57,India,IND,2015,88.0,8.83359235158245,51.6434416967877,60.4313885086389,98927860.0,78.0119105841633,2150220.0,284333000.0,147.865420572581,-1.06754934888684,,1.75,23.8222246139668,1605.60544457087,6.79675906426532,6.81921793191735,32.1167301358463,14.9,4.90697344127255,53.29,43.5,71.03167834,65.9441640546302,1.11689591278599,,429428650.0
58,India,IND,2016,89.5348815917969,7.52191899407212,50.8881370260245,60.4313885086389,119577835.0,74.5492653519617,2183280.0,297850000.0,155.182121475482,-0.527880354186204,,1.83000004291534,23.9118253458407,1732.55424231659,7.08222758310927,6.13576760897297,30.1726916705577,16.5,4.94821634062141,52.9,41.0,72.6496124,66.2742624652675,1.09045932094686,,439501314.0
59,India,IND,2017,92.4568328857422,8.40453570899737,50.2896371909076,60.4313885086389,139752424.0,74.1441893624702,2301440.0,313640000.0,160.346851524588,-1.43948891787464,,1.91999995708466,24.0014260777145,1980.66701982802,5.66578114880545,6.68326314582465,30.9821757629795,18.2,3.32817337461299,52.52,38.6,74.27910774,66.538187109893,1.06335942989132,,449795398.0
60,India,IND,2018,95.1932983398438,6.50086002000292,49.7751668865187,60.4313885086389,164035637.545,74.1476948534986,2434520.0,318320000.0,166.672644918068,-2.42860882215223,,2.00999999046326,24.0910268095884,1996.91508739789,5.43307745098798,5.44674928237127,32.0699517172762,20.08130004,3.94506866416981,52.15,36.3,75.92016435,66.7667424975064,1.03782784787162,5.32999992370605,460304169.0
61,India,IND,2019,97.8152847290039,3.30753548813459,49.2452418099917,,167499116.0,76.0459639203517,,,172.878328310405,-1.03685149533004,,2.04999995231628,24.1806275414622,2100.75146060805,2.99266440573042,3.1146256978229,30.6640942019753,41.0,3.7232764833053,52.13,34.4,77.57278222,67.0038111931616,1.01326124930492,5.26999998092651,471031529.0
62,India,IND,2020,,,48.6646203053887,,68959633.0,88.158114931889,,,184.328815085944,1.23033951858912,,,24.270228273336,1927.70782309335,-8.16489390792292,-8.15873284640682,29.2776504852473,,6.62343677628531,,32.6,79.23696137,67.2654998846254,0.989413800188014,4.67999982833862,481980332.0
