Country_code,continent,sub_region,Year,Unit_Code,Value,Price_FOB_per_Barrel,Avg_Value_region,Avg_Value_continent,Qty_barrel_salary,Qty_barrel_per_avg_region,Qty_barrel_per_continent
AUS,Oceania,Australia and New Zealand,2001,USD,20886.34,24.46,17743.82,17743.82,853.9,725.42,725.42
BEL,Europe,Western Europe,2001,USD,22709.27,24.46,21822.12,11069.02,928.42,892.16,452.54
BRA,Americas,South America,2001,USD,2608.45,24.46,4419.78,7717.06,106.64,180.69,315.5
CAN,Americas,Northern America,2001,USD,15083.2,24.46,15370.25,7717.06,616.65,628.38,315.5
CHL,Americas,South America,2001,USD,4596.13,24.46,4419.78,7717.06,187.9,180.69,315.5
COL,Americas,South America,2001,USD,6054.77,24.46,4419.78,7717.06,247.54,180.69,315.5
CRI,Americas,Central America,2001,USD,8105.27,24.46,5009.78,7717.06,331.37,204.82,315.5
CZE,Europe,Eastern Europe,2001,USD,6039.91,24.46,4795.21,11069.02,246.93,196.04,452.54
ESP,Europe,Southern Europe,2001,USD,12194.85,24.46,11569.28,11069.02,498.56,472.99,452.54
EST,Europe,Northern Europe,2001,USD,3468.89,24.46,8340.16,11069.02,141.82,340.97,452.54
FRA,Europe,Western Europe,2001,USD,18368.69,24.46,21822.12,11069.02,750.97,892.16,452.54
GBR,Europe,Northern Europe,2001,USD,14707.81,24.46,8340.16,11069.02,601.3,340.97,452.54
GRC,Europe,Southern Europe,2001,USD,13732.29,24.46,11569.28,11069.02,561.42,472.99,452.54
HUN,Europe,Eastern Europe,2001,USD,5766.44,24.46,4795.21,11069.02,235.75,196.04,452.54
IRL,Europe,Northern Europe,2001,USD,15596.64,24.46,8340.16,11069.02,637.64,340.97,452.54
ISR,Asia,Western Asia,2001,USD,12260.39,24.46,9143.46,9702.38,501.24,373.81,396.66
JPN,Asia,Eastern Asia,2001,USD,12360.22,24.46,10261.3,9702.38,505.32,419.51,396.66
KOR,Asia,Eastern Asia,2001,USD,8162.38,24.46,10261.3,9702.38,333.7,419.51,396.66
LTU,Europe,Northern Europe,2001,USD,4697.47,24.46,8340.16,11069.02,192.05,340.97,452.54
LUX,Europe,Western Europe,2001,USD,21813.42,24.46,21822.12,11069.02,891.8,892.16,452.54
LVA,Europe,Northern Europe,2001,USD,3229.98,24.46,8340.16,11069.02,132.05,340.97,452.54
MEX,Americas,Central America,2001,USD,1914.29,24.46,5009.78,7717.06,78.26,204.82,315.5
NLD,Europe,Western Europe,2001,USD,24397.09,24.46,21822.12,11069.02,997.43,892.16,452.54
NZL,Oceania,Australia and New Zealand,2001,USD,14601.3,24.46,17743.82,17743.82,596.95,725.42,725.42
POL,Europe,Eastern Europe,2001,USD,6950.15,24.46,4795.21,11069.02,284.14,196.04,452.54
PRT,Europe,Southern Europe,2001,USD,9691.18,24.46,11569.28,11069.02,396.21,472.99,452.54
RUS,Europe,Eastern Europe,2001,USD,546,24.46,4795.21,11069.02,22.32,196.04,452.54
SVK,Europe,Eastern Europe,2001,USD,4673.53,24.46,4795.21,11069.02,191.07,196.04,452.54
SVN,Europe,Southern Europe,2001,USD,10658.8,24.46,11569.28,11069.02,435.76,472.99,452.54
TUR,Asia,Western Asia,2001,USD,6026.52,24.46,9143.46,9702.38,246.38,373.81,396.66
USA,Americas,Northern America,2001,USD,15657.29,24.46,15370.25,7717.06,640.12,628.38,315.5
AUS,Oceania,Australia and New Zealand,2002,USD,21092.09,24.99,17900.45,17900.45,844.02,716.3,716.3
BEL,Europe,Western Europe,2002,USD,23013.69,24.99,22012.37,11363.55,920.92,880.85,454.72
BRA,Americas,South America,2002,USD,2714.99,24.99,4531.5,7694.84,108.64,181.33,307.92
CAN,Americas,Northern America,2002,USD,14924.64,24.99,15168.74,7694.84,597.22,606.99,307.92
CHL,Americas,South America,2002,USD,4728.54,24.99,4531.5,7694.84,189.22,181.33,307.92
COL,Americas,South America,2002,USD,6150.98,24.99,4531.5,7694.84,246.14,181.33,307.92
CRI,Americas,Central America,2002,USD,8004.04,24.99,4965.96,7694.84,320.29,198.72,307.92
CZE,Europe,Eastern Europe,2002,USD,6756.91,24.99,5252.73,11363.55,270.38,210.19,454.72
ESP,Europe,Southern Europe,2002,USD,12071,24.99,11706.71,11363.55,483.03,468.46,454.72
EST,Europe,Northern Europe,2002,USD,3872.64,24.99,8680.78,11363.55,154.97,347.37,454.72
FRA,Europe,Western Europe,2002,USD,18600.74,24.99,22012.37,11363.55,744.33,880.85,454.72
GBR,Europe,Northern Europe,2002,USD,15733.71,24.99,8680.78,11363.55,629.6,347.37,454.72
GRC,Europe,Southern Europe,2002,USD,13957.34,24.99,11706.71,11363.55,558.52,468.46,454.72
HUN,Europe,Eastern Europe,2002,USD,6847.5,24.99,5252.73,11363.55,274.01,210.19,454.72
IRL,Europe,Northern Europe,2002,USD,15656.66,24.99,8680.78,11363.55,626.52,347.37,454.72
ISR,Asia,Western Asia,2002,USD,11866.98,24.99,9162.66,9927.39,474.87,366.65,397.25
JPN,Asia,Eastern Asia,2002,USD,12562.51,24.99,10692.12,9927.39,502.7,427.86,397.25
KOR,Asia,Eastern Asia,2002,USD,8821.72,24.99,10692.12,9927.39,353.01,427.86,397.25
LTU,Europe,Northern Europe,2002,USD,4684.28,24.99,8680.78,11363.55,187.45,347.37,454.72
LUX,Europe,Western Europe,2002,USD,21770.06,24.99,22012.37,11363.55,871.15,880.85,454.72
LVA,Europe,Northern Europe,2002,USD,3456.6,24.99,8680.78,11363.55,138.32,347.37,454.72
MEX,Americas,Central America,2002,USD,1927.87,24.99,4965.96,7694.84,77.15,198.72,307.92
NLD,Europe,Western Europe,2002,USD,24664.98,24.99,22012.37,11363.55,986.99,880.85,454.72
NZL,Oceania,Australia and New Zealand,2002,USD,14708.81,24.99,17900.45,17900.45,588.59,716.3,716.3
POL,Europe,Eastern Europe,2002,USD,6820.21,24.99,5252.73,11363.55,272.92,210.19,454.72
PRT,Europe,Southern Europe,2002,USD,9741.15,24.99,11706.71,11363.55,389.8,468.46,454.72
RUS,Europe,Eastern Europe,2002,USD,754.48,24.99,5252.73,11363.55,30.19,210.19,454.72
SVK,Europe,Eastern Europe,2002,USD,5084.54,24.99,5252.73,11363.55,203.46,210.19,454.72
SVN,Europe,Southern Europe,2002,USD,11057.36,24.99,11706.71,11363.55,442.47,468.46,454.72
TUR,Asia,Western Asia,2002,USD,6458.34,24.99,9162.66,9927.39,258.44,366.65,397.25
USA,Americas,Northern America,2002,USD,15412.84,24.99,15168.74,7694.84,616.76,606.99,307.92
AUS,Oceania,Australia and New Zealand,2003,USD,21367.3,28.85,18319.76,18319.76,740.63,635,635
BEL,Europe,Western Europe,2003,USD,22880.56,28.85,22324.31,11594.32,793.09,773.81,401.88
BRA,Americas,South America,2003,USD,2791.53,28.85,4584.71,7647.18,96.76,158.92,265.07
CAN,Americas,Northern America,2003,USD,14715.09,28.85,14892.91,7647.18,510.06,516.22,265.07
CHL,Americas,South America,2003,USD,4793.66,28.85,4584.71,7647.18,166.16,158.92,265.07
COL,Americas,South America,2003,USD,6168.93,28.85,4584.71,7647.18,213.83,158.92,265.07
CRI,Americas,Central America,2003,USD,8063.22,28.85,4995.16,7647.18,279.49,173.14,265.07
CZE,Europe,Eastern Europe,2003,USD,7340.91,28.85,5414.71,11594.32,254.45,187.68,401.88
ESP,Europe,Southern Europe,2003,USD,11953.39,28.85,11804.1,11594.32,414.33,409.15,401.88
EST,Europe,Northern Europe,2003,USD,4461.9,28.85,9022.1,11594.32,154.66,312.72,401.88
FRA,Europe,Western Europe,2003,USD,18920.12,28.85,22324.31,11594.32,655.81,773.81,401.88
GBR,Europe,Northern Europe,2003,USD,16093.25,28.85,9022.1,11594.32,557.82,312.72,401.88
GRC,Europe,Southern Europe,2003,USD,14172.03,28.85,11804.1,11594.32,491.23,409.15,401.88
HUN,Europe,Eastern Europe,2003,USD,6542.55,28.85,5414.71,11594.32,226.78,187.68,401.88
IRL,Europe,Northern Europe,2003,USD,15826.46,28.85,9022.1,11594.32,548.58,312.72,401.88
ISR,Asia,Western Asia,2003,USD,12028.89,28.85,9451.24,10213.01,416.95,327.6,354
JPN,Asia,Eastern Asia,2003,USD,12657.42,28.85,10974.78,10213.01,438.73,380.41,354
KOR,Asia,Eastern Asia,2003,USD,9292.14,28.85,10974.78,10213.01,322.08,380.41,354
LTU,Europe,Northern Europe,2003,USD,4811.49,28.85,9022.1,11594.32,166.78,312.72,401.88
LUX,Europe,Western Europe,2003,USD,22584.62,28.85,22324.31,11594.32,782.83,773.81,401.88
LVA,Europe,Northern Europe,2003,USD,3917.42,28.85,9022.1,11594.32,135.79,312.72,401.88
MEX,Americas,Central America,2003,USD,1927.09,28.85,4995.16,7647.18,66.8,173.14,265.07
NLD,Europe,Western Europe,2003,USD,24911.92,28.85,22324.31,11594.32,863.5,773.81,401.88
NZL,Oceania,Australia and New Zealand,2003,USD,15272.22,28.85,18319.76,18319.76,529.37,635,635
POL,Europe,Eastern Europe,2003,USD,7130.48,28.85,5414.71,11594.32,247.16,187.68,401.88
PRT,Europe,Southern Europe,2003,USD,9670.27,28.85,11804.1,11594.32,335.19,409.15,401.88
RUS,Europe,Eastern Europe,2003,USD,808.99,28.85,5414.71,11594.32,28.04,187.68,401.88
SVK,Europe,Eastern Europe,2003,USD,5250.64,28.85,5414.71,11594.32,182,187.68,401.88
SVN,Europe,Southern Europe,2003,USD,11420.7,28.85,11804.1,11594.32,395.86,409.15,401.88
TUR,Asia,Western Asia,2003,USD,6873.58,28.85,9451.24,10213.01,238.25,327.6,354
USA,Americas,Northern America,2003,USD,15070.72,28.85,14892.91,7647.18,522.38,516.22,265.07
AUS,Oceania,Australia and New Zealand,2004,USD,21742.33,38.26,18771.55,18771.55,568.28,490.63,490.63
BEL,Europe,Western Europe,2004,USD,22632.71,38.26,22372.98,11845.69,591.55,584.76,309.61
BRA,Americas,South America,2004,USD,2884.44,38.26,4697.81,7628.53,75.39,122.79,199.39
CAN,Americas,Northern America,2004,USD,14738.63,38.26,14708.2,7628.53,385.22,384.43,199.39
CHL,Americas,South America,2004,USD,4927.64,38.26,4697.81,7628.53,128.79,122.79,199.39
COL,Americas,South America,2004,USD,6281.36,38.26,4697.81,7628.53,164.18,122.79,199.39
CRI,Americas,Central America,2004,USD,7970.75,38.26,4944.93,7628.53,208.33,129.25,199.39
CZE,Europe,Eastern Europe,2004,USD,7719.84,38.26,5503.72,11845.69,201.77,143.85,309.61
ESP,Europe,Southern Europe,2004,USD,11839.93,38.26,11946.43,11845.69,309.46,312.24,309.61
EST,Europe,Northern Europe,2004,USD,4971.33,38.26,9685.25,11845.69,129.94,253.14,309.61
FRA,Europe,Western Europe,2004,USD,19553.88,38.26,22372.98,11845.69,511.08,584.76,309.61
GBR,Europe,Northern Europe,2004,USD,17025.49,38.26,9685.25,11845.69,444.99,253.14,309.61
GRC,Europe,Southern Europe,2004,USD,14478.36,38.26,11946.43,11845.69,378.42,312.24,309.61
HUN,Europe,Eastern Europe,2004,USD,6496.93,38.26,5503.72,11845.69,169.81,143.85,309.61
IRL,Europe,Northern Europe,2004,USD,16949.05,38.26,9685.25,11845.69,443,253.14,309.61
ISR,Asia,Western Asia,2004,USD,12078.62,38.26,10523.39,10927.72,315.7,275.05,285.62
JPN,Asia,Eastern Asia,2004,USD,12677.61,38.26,11332.06,10927.72,331.35,296.19,285.62
KOR,Asia,Eastern Asia,2004,USD,9986.5,38.26,11332.06,10927.72,261.02,296.19,285.62
LTU,Europe,Northern Europe,2004,USD,5264.41,38.26,9685.25,11845.69,137.6,253.14,309.61
LUX,Europe,Western Europe,2004,USD,22551.76,38.26,22372.98,11845.69,589.43,584.76,309.61
LVA,Europe,Northern Europe,2004,USD,4215.98,38.26,9685.25,11845.69,110.19,253.14,309.61
MEX,Americas,Central America,2004,USD,1919.11,38.26,4944.93,7628.53,50.16,129.25,199.39
NLD,Europe,Western Europe,2004,USD,24753.57,38.26,22372.98,11845.69,646.98,584.76,309.61
NZL,Oceania,Australia and New Zealand,2004,USD,15800.77,38.26,18771.55,18771.55,412.98,490.63,490.63
POL,Europe,Eastern Europe,2004,USD,7104.09,38.26,5503.72,11845.69,185.68,143.85,309.61
PRT,Europe,Southern Europe,2004,USD,9672.07,38.26,11946.43,11845.69,252.8,312.24,309.61
RUS,Europe,Eastern Europe,2004,USD,897.91,38.26,5503.72,11845.69,23.47,143.85,309.61
SVK,Europe,Eastern Europe,2004,USD,5299.84,38.26,5503.72,11845.69,138.52,143.85,309.61
SVN,Europe,Southern Europe,2004,USD,11795.35,38.26,11946.43,11845.69,308.29,312.24,309.61
TUR,Asia,Western Asia,2004,USD,8968.16,38.26,10523.39,10927.72,234.4,275.05,285.62
USA,Americas,Northern America,2004,USD,14677.76,38.26,14708.2,7628.53,383.63,384.43,199.39
AUS,Oceania,Australia and New Zealand,2005,USD,21918.62,54.57,19072.52,19072.52,401.66,349.51,349.51
BEL,Europe,Western Europe,2005,USD,22459.97,54.57,22529.23,12104.66,411.58,412.85,221.82
BRA,Americas,South America,2005,USD,3054.16,54.57,4816.05,7638.75,55.97,88.25,139.98
CAN,Americas,Northern America,2005,USD,14868.15,54.57,14532.14,7638.75,272.46,266.3,139.98
CHL,Americas,South America,2005,USD,5022.17,54.57,4816.05,7638.75,92.03,88.25,139.98
COL,Americas,South America,2005,USD,6371.82,54.57,4816.05,7638.75,116.76,88.25,139.98
CRI,Americas,Central America,2005,USD,8030.45,54.57,4979.41,7638.75,147.16,91.25,139.98
CZE,Europe,Eastern Europe,2005,USD,8127.73,54.57,5705.39,12104.66,148.94,104.55,221.82
ESP,Europe,Southern Europe,2005,USD,12483.85,54.57,12257.72,12104.66,228.77,224.62,221.82
EST,Europe,Northern Europe,2005,USD,5180.88,54.57,10041.82,12104.66,94.94,184.02,221.82
FRA,Europe,Western Europe,2005,USD,20309.13,54.57,22529.23,12104.66,372.17,412.85,221.82
GBR,Europe,Northern Europe,2005,USD,17818.81,54.57,10041.82,12104.66,326.53,184.02,221.82
GRC,Europe,Southern Europe,2005,USD,14759.47,54.57,12257.72,12104.66,270.47,224.62,221.82
HUN,Europe,Eastern Europe,2005,USD,6746.97,54.57,5705.39,12104.66,123.64,104.55,221.82
IRL,Europe,Northern Europe,2005,USD,17689.83,54.57,10041.82,12104.66,324.17,184.02,221.82
ISR,Asia,Western Asia,2005,USD,11922.12,54.57,10633.11,11216.39,218.47,194.85,205.54
JPN,Asia,Eastern Asia,2005,USD,12742.93,54.57,11799.67,11216.39,233.52,216.23,205.54
KOR,Asia,Eastern Asia,2005,USD,10856.4,54.57,11799.67,11216.39,198.94,216.23,205.54
LTU,Europe,Northern Europe,2005,USD,5570.15,54.57,10041.82,12104.66,102.07,184.02,221.82
LUX,Europe,Western Europe,2005,USD,23005.19,54.57,22529.23,12104.66,421.57,412.85,221.82
LVA,Europe,Northern Europe,2005,USD,3949.45,54.57,10041.82,12104.66,72.37,184.02,221.82
MEX,Americas,Central America,2005,USD,1928.37,54.57,4979.41,7638.75,35.34,91.25,139.98
NLD,Europe,Western Europe,2005,USD,24342.64,54.57,22529.23,12104.66,446.08,412.85,221.82
NZL,Oceania,Australia and New Zealand,2005,USD,16226.41,54.57,19072.52,19072.52,297.35,349.51,349.51
POL,Europe,Eastern Europe,2005,USD,7163.2,54.57,5705.39,12104.66,131.27,104.55,221.82
PRT,Europe,Southern Europe,2005,USD,9705.38,54.57,12257.72,12104.66,177.85,224.62,221.82
RUS,Europe,Eastern Europe,2005,USD,982.76,54.57,5705.39,12104.66,18.01,104.55,221.82
